폰모델 제목,가격,등록시간,내용
아이폰xr 화이트 64G 배터리83% A급 판매중,280000,2022-07-08,"★중고폰을 전문적으로 판매하는 매장으로 제품을 대량으로 매입하고 있어 조금 더 저렴한 가격에 판매하고 있구요★

★만약에 분실이나 도난됐다! 날짜 상관없이 언제든지 100% 교환또는 환불해드리깐 걱정 하지마시고 사용하시면 되세요★

★SK /KT / LG /알뜰 상관없이 사용중인 유심 넣고 전원만 한번 껏다가 켜면 바로 사용 가능하세요 ★


★색상  :  화이트 

★용량  :  64G

★배터리  :  83%



★기능테스트 완료한 제품이에요★
전체적인 외관은 엄청 깨끗하구요 
액정 상단에 미세한 정도의 기스가 살짝 있어요 
카메라 테두리에 잔콕이 살짝 있습니다 



        ★요금할일25%가능★
정상해지//알뜰폰//3사통신사 모두 호환가능 


        ★추가구성품★
강화유리필름//투명젤리케이스//유심핀
고개님의 따뜻한 후기가 저에겐 큰 힘이되어요~~

        ★판매자의 다른상품★
클릭하시면 더 많은 상품을 보실 수 있습니다

         ★A/S기간★
구매한날로 부터후 본인 과실이아닌
기능이상이 있을시에만 7일이내에 교환 또는 환불 100% 가능합니다

         ★로젠택배무료배송★
평일 6시 30분이전 구매건 //
토요일 3시 이전 구매건//은 당일발송 가능합니다

         ★대구 퀵거래가능★
퀵거래가능 한데 고객님 부담이세요


        ★대구 매장방문 가능하신 고객님★
더 많은 제품을 직접 보시고 구매 하실수 있습니다

★대구 서구 서대구로 299. 20호 1층★
           상호 T SMART
(북부정류장앞 세븐일레븐 편의점 맞은편)
         ★궁금하실때는 언제든지★
       olo-8오8l-3l3q"
아이폰12프로128,780000,2022-07-08,"깔끔하고 스크래치 없고 아무 문제 없어요~
받으시고 문제 있으면 환불 해드릴게요

저녁 때는 강남, 점심시간에는 광화문에서 거래 가능합니다.

가격협상은 택배나 기타 상황에 따라 해드릴 수 있습니다."
아이폰13프로 128GB 골드 팝니다 울산중고폰,1170000,2022-07-08,"📞 빠르고 신속한 문의번호는
      0 1 0 4 1 1 4 8 6 2 3 입니다

설명드릴 기기는 🔅아이폰 13프로🔅입니다.

🔍 데모폰이며 충전 1번 한 기기입니다. 
      중고폰 특성상 약간의 생활감은 있을 수 있습니다.
      보증기간 2024/05/07 (단, 배터리 제외)
      배터리 성능치 100%

🔍 애플 아이폰13프로 128GB 골드 

🔍 25% 요금할인 가능한 단말기 입니다

🔍 (3사 유심 호환가능, 알뜰폰 가능)
 
🔍 풀박스 


✔ 택배는 별도입니다

✔ 택배 구매시 당일 배송입니다 (우체국 택배사 이용 📦)
     (우체국택배 선불이용시 4,000 착불도 가능)

✔ 상담주실때 상품 캡쳐나, 사진 보내주시면 빠른 상담 가능


🗣 저희는 짜집기나 양심에 찔리는 짓은 안합니다


✔ 교신/추금 은 하지 않습니다! 네고 사절합니다!

✔ 직거래 구매시 매장 방문 시간은
     오전 10시부터~오후9시 입니다
     방문 전 전화나 문자 한통은 고객님의 센스 😎

🗣 꼭 읽어주시고 구매 부탁드립니다 (필독사항!!!)

1. 판매중인 기기는 실운영중인 매장에있는 실사 사진입니다.
    (이미지컷, 도용사진 절대 아닙니다🙅‍♀️)
2. 기능상 문제에 의한 교환 의사는 반드시 제품구매하신
    날짜를 포함하여 7일 이내로 연락주셔야 가능합니다.
   (이후 발생하는 기능상 문제건에 대해서는 해당 제조사 
   서비스센터 및 수리점 방문하셔야 됩니다.)
3. 기능상 문제가 아닌, 단순변심으로는
    교환&환불 절대 안됩니다🚫
4. 간혹 기능상 문제가 발생할 시에 교환이 필요한 경우에는
    똑같은 특성의 기기가 없음으로 추가금이
    발생하실 수도 있는 점 참고부탁드립니다."
애플 아이폰12프로 128GB 실버 팝니다 울산중고폰,820000,2022-07-08," 안녕하세요 🌼중고폰마켓JJ🌼 입니다:)

📞 빠르고 신속한 문의번호는
      0 1 0 4 1 1 4 8 6 2 3 입니다

설명드릴 기기는 🔅아이폰 12프로🔅입니다.

🔍 전체적으로 큰 기스 없이 깨끗한 기기이며 
      테두리 생활감 있습니다.
      중고폰 특성상 약간의 생활감 있을 수 있습니다. 
      보증기간(무상리퍼)2023/02/28(단,배터리제외)
      배터리성능치 90%

🔍 애플 아이폰 12프로 128GB 실버 

🔍 25% 요금할인 가능한 단말기 입니다.

🔍 (3사 유심 호환가능, 알뜰폰 가능)
 
🔍 기기단품


✔ 택배는 별도입니다

✔ 택배 구매시 당일 배송입니다 (우체국 택배사 이용 📦)
     (우체국택배 선불이용시 4,000 착불도 가능)

✔ 상담주실때 상품 캡쳐나, 사진 보내주시면 빠른 상담 가능


🗣 저희는 짜집기나 양심에 찔리는 짓은 안합니다


✔ 교신/추금 은 하지 않습니다! 네고 사절합니다!

✔ 직거래 구매시 매장 방문 시간은
     오전 10시부터~오후9시 입니다

방문 전 전화나 문자 한통은 고객님의 센스 😎

🗣 꼭 읽어주시고 구매 부탁드립니다 (필독사항!!!)

1. 판매중인 기기는 실운영중인 매장에있는 실사 사진입니다.
    (이미지컷, 도용사진 절대 아닙니다🙅‍♀️)
2. 기능상 문제에 의한 교환 의사는 반드시 제품구매하신
    날짜를 포함하여 7일 이내로 연락주셔야 가능합니다.
   (이후 발생하는 기능상 문제건에 대해서는 해당 제조사 
   서비스센터 및 수리점 방문하셔야 됩니다.)
3. 기능상 문제가 아닌, 단순변심으로는
    교환&환불 절대 안됩니다🚫
4. 간혹 기능상 문제가 발생할 시에 교환이 필요한 경우에는
    똑같은 특성의 기기가 없음으로 추가금이
    발생하실 수도 있는 점 참고부탁드립니다."
아이팟 나노 1세대 미개봉 소장용 급매,395000,2022-07-08,아이팟 나노 1세대 2gb 흰색 소장용 팝니다. 미개봉 비닐포장 되어있는 상태입니다.
배터리88 아이폰 12프로 256G 퍼시픽블루,810000,2022-07-08,"반갑습니당~~~
소독과 검수 작업을 완료하고 잘 안 찍히는 결점 하나 하나까지 세밀하게 검토하여 판매하도록 꾸준히 노력하고 있답니당 
<후기> 한번만 봐주시면 감사드릴께용
톡~~대환영!!!
자는 시간 빼고는 언제 어디서나 답변해드려욧.... 

> 모델명 : 아이폰 12프로
> 색상 : 퍼시픽블루
> 저장공간 : 256 G
> 배터리 효율 : 88 %
> 등급 : A 등급
  - 측면
4면에 아주아주 미세한 생활기스
  - 뒷면 
카메라테두리에 아주미세한 생활기스
  - 액정
테두리에 미세한 콕들이

> 기능상 특이사항
없어요 ( 기능 테스트 완료 )

KT SKT LG 선불 알뜰... 모든 유심이 가능합니당
쓰시고 계신 유심을 그대로 꼽아서 바로 사용해주세요
25% 선택약정 적용도 그대로 이어서 사용가능해염 

거래는 오후에 ⑨호선 선유도역 8번출구 (영등포구 양평동) 에서 가능합니당....
택배는 오후4시마감!
직접 우체국으로 방문하여 발송해 드립니당 
택배 선불요청 5,000원 추가 입금하시면 됩니당

> ₩10,000 원 추가 입금시 별도판매 
일반충전기 + 액정필름 + 투명젤리케이스 + 그립톡 + 알콜솜 

1569"
아이폰 13미니_128GB 중고폰/S급,770000,2022-07-08,"아이폰 13미니 판매합니다. ( AIP13MINI )

128GB 입니다.
배터리 100% 입니다.
상태 S급 입니다.
( 기타설명 필요없음 )

색상은 블루 입니다.
가격은 77만원 입니다.

오전 10시 ~ 오후 8시 부평역 부근에서 거래 가능하구요.
( 그 이후에는 부천에서 가능 )

문의는 010-6456-0046 으로 편하게 연락주세요 ^^
좋은 하루 보내시길 바랍니다 ^^"
배터리88 아이폰 12프로 256G 퍼시픽블루,850000,2022-07-08,"반갑습니당~~~
소독과 검수 작업을 완료하고 잘 안 찍히는 결점 하나 하나까지 세밀하게 검토하여 판매하도록 꾸준히 노력하고 있답니당 
<후기> 한번만 봐주시면 감사드릴께용
톡~~대환영!!!
자는 시간 빼고는 언제 어디서나 답변해드려욧.... 

> 모델명 : 아이폰 12프로
> 색상 : 퍼시픽블루
> 저장공간 : 256 G
> 배터리 효율 : 88 %
> 등급 : A 등급
  - 측면
4면에 아주아주 미세한 생활기스
  - 뒷면 
카메라테두리에 아주미세한 생활기스
  - 액정
테두리에 미세한 콕들이

> 기능상 특이사항
없어요 ( 기능 테스트 완료 )

KT SKT LG 선불 알뜰... 모든 유심이 가능합니당
쓰시고 계신 유심을 그대로 꼽아서 바로 사용해주세요
25% 선택약정 적용도 그대로 이어서 사용가능해염 

거래는 오후에 ⑨호선 선유도역 8번출구 (영등포구 양평동) 에서 가능합니당....
택배는 오후4시마감!
직접 우체국으로 방문하여 발송해 드립니당 
택배 선불요청 5,000원 추가 입금하시면 됩니당

> ₩10,000 원 추가 입금시 별도판매 
일반충전기 + 액정필름 + 투명젤리케이스 + 그립톡 + 알콜솜 

1569"
아이폰XS/64기가/정품100%/무료사은품,380000,2022-07-08,"기종- 아이폰XS
상태 - A급
색상- 블랙
용량- 64GB

배터리 성능 100% 입니다
*애플 정품 배터리 교체*

♥♥♥♥특별 사은품♥♥♥♥

 투명케이스, 액정보호필름, 충전기 함께 드립니다 :)

*선택 약정 25% 문의 해주시면 IMEI로 확인해 드리겠습니다.*

통신사가 정상 해지되어,
기존에 사용하시던 유심을 끼워
3사 통신사을 선택하셔서 바로 사용가능한 폰입니다.

금일 오후 4시 이전에 안전페이로 결제까지 
마무리 되면 당일 발송 해드립니다
*공휴일, 주말 제외*

무료배송 가능합니다 (로젠택배)
배송비는 저희가 부담하고 있으니 걱정 안하셔도 됩니다
-------->>>파손 걱정 없이 꼼꼼한 택배 포장으로 보내드리고 있습니다.







6086"
아이폰11프로/64기가/무료사은품,540000,2022-07-08,"기종- 아이폰11프로
상태- 생활기스 있습니다
색상- 화이트
용량- 64GB

최고 배터리 성능 84% 입니다

♥♥♥♥특별 사은품♥♥♥♥

 투명케이스, 액정보호필름, 충전기 함께 드립니다 :)

통신사가 정상 해지되어,
기존에 사용하시던 유심을 끼워
3사 통신사을 선택하셔서 바로 사용가능한 폰입니다.

금일 오후 4시 이전에 안전페이로 결제까지 
마무리 되면 무조건 당일 배송 해드립니다
*공휴일, 주말 제외*

무료배송 가능합니다 (로젠택배)
배송비는 저희가 부담하고 있으니 걱정 안하셔도 됩니다❤❤
-------->>>파손 걱정 없이 꼼꼼한 택배 포장으로 보내드리고 있습니다.







5961"
"최신폰, 자녀폰 최대할인!",499999,2022-07-08,"아이폰13류
갤럭시s22
z플립3
자녀폰
최신폰
최대할인
편하게 문의 주세요!!"
아이폰 12프로 128GB 퍼시픽 블루,680000,2022-07-08,"아이폰 12프로 128기가 퍼시픽블루
기스 없어요
박스 다 있습니다 !
오늘 거래하실분 찾습니다~"
아이폰 7 128g 12미니 하우징 배터리100% 팜,200000,2022-07-08,"아이폰 7 128g 배터리 100%

12미니 스타일 하우징 팝니다
액정 새것 하우징 새것 
단하나밖에 없는 아이폰 7 입니다
배터리 효율 100%입니다.

아이폰 원조 감성을 느껴보세요
직거래는 봉천역에서 합니다"
아이폰 8 레드 64기가 배터리 81% 팝니다 s급,180000,2022-07-08,"아이폰 8 레드 64기가 팝니다
액정 이번에 교체해서 스티커도 안땐 상태입니다.
흠이라면 뒷판이 얼룩덜룩한거랑 심트레이가 망가져서 그래이색 심트레이 장착했어요 
다른하자는 전혀 없습니다  왜얼룩덜룩한지는 모르겠지만 잘 보고 판단해주세요 사진 그래서 뒷판은 2장 올렸어요 저게 지문묻거나 한게 아니라 줄로 얼룰 덜룩하게됬어요"
S급 KT 갤럭시 노트20 5g 256G 레드,440000,2022-07-08,"반갑습니당~~~
검수 작업을 완료하고 잘 안 찍히는 결점 하나 하나까지 세밀하게 검토하여 판매하도록 꾸준히 노력하고 있답니당 
<후기> 한번만 봐주시면 감사드릴께용
톡~~대환영!!!
자는 시간 빼고는 언제 어디서나 답변해드려욧.... 

☆ 모델명 : 갤럭시 노트20 5g ( SM-N981N )
☆ 색상 : 미스틱레드
☆ 저장공간 : 256 G
☆ 최초 통신사 : KT
☆ 최초 통화일 : 2021 년도 01 월 05 일
☆ 등급 : S 등급
  - 측면 / 액정
측며 초기필름이 그대로 유지되어 완전 깨끗
  - 뒷면
카메라 테두리에 콕
하단에 생활기스들
  - 액정
완전 깨끗

> 기능상 특이사항
없어요 ( 기능 테스트 완료 )

KT SKT LG 선불 알뜰... 모든 유심이 가능합니당
쓰시고 계신 유심을 그대로 꼽아서 바로 사용해주세요
25% 선택약정 적용도 그대로 이어서 사용가능해염 

거래는 오후에 ⑨호선 선유도역 8번출구 (영등포구 양평동) 에서 가능합니당....
택배는 오후4시마감!
직접 우체국으로 방문하여 발송해 드립니당 
택배 선불요청 5,000원 추가 입금하시면 됩니당

> ₩10,000 원 추가 입금시 별도판매 
일반충전기 + 액정필름 + 투명젤리케이스 + 그립톡 + 알콜솜 

1413"
배터리87 아이폰 SE2 256G 화이트,290000,2022-07-08,"반갑습니당~~~
소독과 검수 작업을 완료하고 잘 안 찍히는 결점 하나 하나까지 세밀하게 검토하여 판매하도록 꾸준히 노력하고 있답니당 
<후기> 한번만 봐주시면 감사드릴께용
톡~~대환영!!!
자는 시간 빼고는 언제 어디서나 답변해드려욧.... 

☆ 모델명 : 아이폰 SE2
☆ 색상 : 화이트
☆ 저장공간 : 256 G
☆ 배터리 효율 : 87 %
☆ 등급 : A 등급
  - 측면
우측과 중간과 하단
하단 좌측에 콕
  - 뒷면 / 액정
깨끗해요

> 기능상 특이사항
없어요 ( 기능 테스트 완료 )

KT SKT LG 선불 알뜰... 모든 유심이 가능합니당
쓰시고 계신 유심을 그대로 꼽아서 바로 사용해주세요
25% 선택약정 적용도 그대로 이어서 사용가능해염 

거래는 오후에 ⑨호선 선유도역 8번출구 (영등포구 양평동) 에서 가능합니당....
택배는 오후4시마감!
직접 우체국으로 방문하여 발송해 드립니당 
택배 선불요청 5,000원 추가 입금하시면 됩니당

> ₩10,000 원 추가 입금시 별도판매 
일반충전기 + 액정필름 + 투명젤리케이스 + 그립톡 + 알콜솜 

1373"
