폰모델 제목,가격,등록시간,내용
"광주 아이폰11프로맥스, 64G,블랙,광주광역시",700000,2022-07-08,"👆 아무도 내 상품을 봐주지 않아.... 내 상품 빠르게 판매하고, 추가로 마일리지 혜택까지!
☆★☆중고나라 모바일 파트너 제휴사!!
믿고 구매하셔도 됩니다☆★☆
광주
에서 제일 중고폰 많고 친절한
중고폰 전문매장
^^
최신폰부터 저가폰까지 갤럭시, 아이폰, 엘지폰 전기종 보유
모두
테스트 거친
깨끗하고
문제없는 안심 중고폰
!!!

매장에 오셔서 직접 확인 후 구매도 가능합니다.
액정필름 부착과 기존폰 정보를 새폰으로 이동해드립니다
연락처, 사진, 문자. 카톡. 인증서, 앱 등 기존에 쓰던 그대로 옯겨드리니 편하게 바꾸러 오세요~~~

택배거래, 광주 직거래 모두 가능합니다
빠른 문의 전화번호 :
010-9893-2030

<<100%실제 판매제품 사진 입니다.>>

제품정보
*기기명 :
아이폰11프로맥스
*용량 : 64G
*색상 : 블랙
*최초통신사 : skt,kt,u,알뜰폰,선불폰 호환가능
*제품상태 : 배터리성능실버89%
액정 생활기스 조금
테두리 찍힘1개 그외 깨끗합니다.
*가격 : 70만원
*구성품 : 기기,방탄보호필름,실리콘케이스

** 광주중고폰 국민모바일**
01098932030
*모든 중고폰은 검수와 테스트완료 된 제품입니다
*분실,도난,침수폰은 절대 취급하지 않습니다.
*SKT,KT,LGU+,알뜰폰,선불폰 개통 및 사용가능 (유심발급 가능)
*쓰던요금제 그대로 사용가능
*LTE요금제 가능,5G요금제가능
*선택약정25%할인,확정기변,결합할인 가능(기존할인 그대로 받을수 있음)
*기존폰의 정보,데이터 (연락처,문자,사진,카톡,어플,공인인증서 등) 이동해드립니다
*구입후 7일 이내 기능이상시 교환 및 환불 가능
(단순변심으로 인한 반품 및 교환 안됩니다)

거래방식
*직거래 : 광주광역시 광산구 운남동 (매장방문)
*택배가능 : 택배비 무료 (우체국택배로 당일 발송)
*퀵가능합니다

업체정보 및 연락처

주소 : 광주광역시 광산구 임방울대로 152 ,운남동 422-2번지
텃밭 식자재 마트 뒷편, 여수회포차 옆 중고폰매장!!
연락처 : 010-9893-2030

운영시간 : 오전 10시~ 저녁 7시까지 (월요일~토요일)
공휴일 영업합니다. (매주 일요일 휴무)"
갤럭시 Z플립2 5G 그레이 A급 최저가 판매!!! 45만원 판매!!!,450000,2022-07-08,"★ 제품정보 ★

갤럭시 Z플립2 5G 그레이 A급 최저가 판매!!! 45만원 판매!!!

모든제품 기능검사 진행후 판매하고 있습니다.

* 제품명 : 갤럭시 Z플립2 5G 그레이

* 색상 : 그레이

* 통신사 : KT

- SKT / LGU+ / KT 이통 3사 이용 가능

- 알뜰폰,선불폰 이용 가능

- 25% 선택약정 요금할인 가능

- 사용 하시던 유심 꽂으면 바로 사용 가능

- 구성품 없이 기기 단품 입니다.

* 외관 전체적으로 깨끗 합니다.
* 액정 전체적으로 깨끗 합니다.

* 기능 이상 없이 모두 정상 입니다.

-4종 구성품 추가 5천원-
- 하단 그림 참조-
-케이스 필름 재고 없을시 2종만 나갑니다.-

* 구입후 7일 이내 기능 이상시 교환 / 환불 가능 합니다.

(단순 변심 , 고객 과실 제외)

* 분실 / 도난 / 침수 휴대폰은 취급하지 않습니다.

* 거래방식

- 직거래(방문) or 택배거래 or 서울,경기 퀵 거래 or 전국 버스 당일배송 가능
( 택배 , 퀵 , 탁송 비용은 구매자 부담 입니다.)

- 오후4시까지 결제시 당일 배송 가능

- 매장 주소 : 강남구 대치동 889-47 샹제리제센터 B동 502호

[ 지하철 선릉역(1번 출구) 지하도로 연결 ]

* 구입문의 : 010-3703-9654

댓글,채팅,쪽지 실시간 답변이 어렵습니다.

전화나 문자 주시면 실시간 답변 가능 합니다.

* 닉네임 클릭후 게시글 보기 누르시면 전체 제품 보실수 있습니다."
(204392)갤럭시폴더2 2021 화잍 32기가 상태깨끗 8만원,2000,2022-07-08,"▶중고나라 모바일파트너 제휴사 매장◀
▶01081918714 검색!!◀
숫자6자리 제품번호로 문의해주시면 빠른응대가능합니다.
100% 실사진입니다
제품번호 문의: 204392
-기기명: 갤럭시폴더2 2021 32기가 화이트
-최초 통신사: 유플러스
-최초 통화일: 2021-08-24
-제품상태: 상태꺠끗 테두리찍힘
-가격: 8만원,기기단품입니다.

2.제품설명
- 분실도난 및 기능작동 확인 및 검수완료제품입니다.
- 정상해지. 25%요금 할인 가능 단말기. 통신사 3사사용가능
알뜰폰 사용가능
3.거래방식
예약불가 * 선입금순으로 판매되는점 양해부탁드립니다 *
입금전 까지는으로 중복으로 구매문의가들어오는점 때문에 예약불가능하며 선입금순으로
배송 및 판매 됩니다.
매장직거래 or 택배 선입금 ( 구매금액 + 우체국택배비 4000원 )
매장주소:　경기도 평택시 평택로 30 , 1층 중고나라 현 사자폰판다폰
채팅 확인 안합니다
모든제품은 사진확대하여 꼼꼼히 확인 부탁드립니다.
전국택배거래 가능 (뽁뽁이안정포장배송)
평택 안성 송탄 오산 안중 등 가까우시면 매장방문하여 직거래 가능합니다
택배는 4시입금까지 당일배송가능합니다 문의가능 (우체국택배)
- 금요일 발송한 택배는 다음날 토요일이여도 받아보실 수 있습니다.
(주말택배접수x)
일요일은 매장휴무입니다
일요일 - 제품문의 및 택배예약거래만 가능합니다.
더 많은 제품을 보고싶으시면 “01081918714” 검색!!"
"센터판 갤럭시 노트10+ 256GB 리퍼비시 [외관, 배터리, 액정 교체 완료]",485000,2022-07-08,"문의: 010-8614-2346
모든 기능 정상작동하며, 3사 통신사 및 알뜰유심 모두 사용 가능합니다.
LTE요금제 사용중이라면 그대로 쓸 수 있습니다

★제품정보★
- 기기명: 갤럭시 노트10+ 256기가 리퍼비시 제품
- 제품 상태: 삼성 공식 서비스센터에서 새액정, 새배터리 , 새 테두리로 교체 된 제품입니다.
구매 후 1년간 삼성서비스센터 배터리, 액정 무상 AS 가능
- 색상: 블랙/글로우/블루 中 택1 가능
- 출시일: 2019.08
- 통신사: 랜덤(SKT, KT, LGU+, 알뜰폰 호환 가능)
⭐  필름, 케이스 , 유심핀 , 충전기 제공 , 무료배송

★거래방식★
- 연락처 : 010-8614-2346
(댓글, 쪽지는 확인 하기 힘들어요!! 문자나 전화 부탁드립니다 ^^)
- 전국 택배 가능 // 우체국 택배 당일 발송가능합니다!
⭐꼭!!! 전화 연락후 결제 부탁드립니다!!⭐"
노트20울트라 블랙 20.8월개통 무잔상깔끔폰 59만원 판매해요,590000,2022-07-08,"노트20울트라 블랙 20.8월개통 무잔상깔끔폰 59만원 판매해요

-기기명 : 갤럭시 노트 20 울트라 5G
-색상 : 블랙
-최초 개통 통신사 : KT / 20년 08월 21일
( 기존 유심 그대로 사용합니다 )
-용량 : 256GB
-제품상태 : 외관 거의 새것 , 기능 정상 작동
-가격 : 59만원
-구성품 : 투명케이스 강화필름 일반충전기 별도 1만원판매합니다

★ 설명 ★
최초통신사 KT이지만 유심만 변경하시면 통신사 상관없이 사용가능합니다
카메라/터치/통화/배터리/GPS/와이파이/블루투스등 모든기능 문제 없이 정상 작동합니다
화면 무잔상무기스로 정말 좋아요
외관 사진상태 그대로 깨끗하고 깔끔합니다 완전미세 실기스 수준으로 정말조아요
보증기간 22년 8월까지로 넉넉하게 남아있습니다^^
사진상태 그대로 이니 확인하고 연락주세요!

★ 거래방식 ★
직거래 신대방사무실(구로디지털단지)이나 신림매장
택배거래 오후 5시이전 당일 출고 가능합니다!
퀵 / 화물 착불진행 가능합니다

★ 업체정보 ★
- 중고나라 모바일 파트너 제휴사 -
연락처 : 0 1 0 * 8 2 0 0 * 8 3 3 7
(궁금하신점, 문의사항은 언제든 문자 전화 상담 가능합니다:D)
-채팅 / 댓글은 잘 못봐서 늦을수 있어요 ㅜ"
[판매] LG G7 (G710) 64기가 블루 A급 팝니다. 8만원,80000,2022-07-08,"1. 제품정보

-기기명 : LG G7 (쥐7,G710) 64기가
-색상 : 블루
-통신사 : 통신사3사, 알뜰폰,선불폰 모두 바로 사용가능합니다.
-가격 : 80,000원
-구성품 : 충전기,필름,케이스

2. 제품설명
기능이나 성능에 문제없고 외관상태도 전체적으로 깨끗한 공기계입니다.
액정상태도 깨끗하고 사설수리나 침수이력 없습니다.
외관 전체 상태는 첨부해놓은 사진으로 확인 가능합니다.
사용하시던 심카드만 옮겨끼면 요금제 변경이나 약정없이 바로 사용가능합니다.
통신사 3사, 알뜰폰 모두 바로 사용가능합니다.

3. 거래방식
직거래는 서울 한양대, 왕십리역쪽에서 가능하고 택배거래도 가능합니다
안전거래 하실분은 문의 먼저주세요. 택배비는 구매자 부담입니다.

4. 연락처
0 1 0 - 8 9 0 2 - 2 1 1 8
댓글,쪽지 확인 잘 못합니다. 문자나 전화주세요."
[대폭할인] 갤럭시S7 대량소량판매떨이~,80000,2022-07-08,"※개인간 거래보다 매장거래가 안전합니다!!
※오직 박리다매와 정직으로만 승부합니다!!
※모든 제품 사진은 실제 매장에 있는 제품 사진입니다
※분실, 도난폰은 절대 취급하지 않습니다!!
※모든 기종 보유중이니 많은 문의 주세요^^
★
대량구매시 가격조정가능
★
※선불폰유심개통 매장에서가능합니다※
1. 제품정보
-기기명 : 갤럭시S7 & S7엣지
-용량 : 32G ~
-색상 : 모든색상보유
-통신사 :  [SK KT LG 알뜰폰 전부호환가능]
-제품상태 모든등급보유중~
-가격: 8만원~
-구성품:기기단품
2. 제품설명
- 기능검수완료된 제품이며 사용하시던 데이터 그대로 이동가능합니다.
- 외관컨디션 전체적으로 좋습니다!!
3.거래방식
직거래 &택배 및 퀵거래 당일배송원칙으로합니다.
4.업체정보
010 - 9650 -8452
010 - 3849 -1347
카카오톡 문의를 원하실 경우
위 번호 저장 후 카카오톡 으로 문의 부탁드립니다.
문의주시면 친절하고상세하게 알려드립니다.
이외 기종도 대량보유중 모든문의주세요"
갤럭시 S7 엣지 하자없는제품 무조건싸게팝니다,80000,2022-07-08,"도난 분실 핸드폰은 절대 판매 하지 않습니다
25% 선택 약정 및 확정 기변 가능한 기기만 판매 합니다


제품정보
제품명 - 갤럭시 S7 엣지
색상 - 블루 블랙 핑크 골드
최초 개통일 - 20XX.XX.XX
금액 : 8만원~


제품설명
25% 선택 약정 가능 하며 확정 기변 모두 가능 합니다 ^^
와이파이 블루 투스 터치 카메라 모든 기능 이상 없는 제품으로 판매 하고 있습니다
혹시나 구매 이후 기능 결함 발생시 일주일 이내 교환 해드리니 걱정 하지 마세요
좋은 제품 싸게 판매 하고 있습니다 한두대 보유중이 아니고 대량.소량 판매 중이니
대량으로 필요하신분은 연락 주세요

거래방법
직거래 : 서울시 강서구 화곡동 343 - 6 301호
택배거래 : 5시 이전 입금시 당일 발송 해드립니다 (로젠택배)
퀵거래 : 상세 주소 알려 주시면 금액 확인후에 발송해드립니다

010-5451-0456 / 010-2248-0456
으로 연락 주시면 친절하게 답변해드리겠습니다

모든 전 기종 대량 보유중이니 연락 주세요

갤럭시 S7 엣지"
(7) S급 갤럭시A30 32G 화이트,100000,2022-07-08,"1. 제품정보
●모델 : 갤럭시A30 32G
●통신 : (3사호환가능)
●색상 : 화이트
●기능 : 이상없음
●상태 : S급
●가격 : 10만원
●구성 : 기기단품
2. 제품설명
●해당제품은 정상해지 공기계입니다
●모든기능 / 침수 이상없는 제품입니다
3. 거래방식
●직거래 : 경기도 성남시 분당구 분당로53번길 19 피아자코코빌딩 3층 멀티폰샵
분당선 <서현역> 6번출구 인근 매장 방문가능! (카드결제시 문의)
●택배거래 : 배송비3천원
※ 09:00 ~ 15:00 결제완료 택배건은 당일 출고 !!!
○그외 : 지하철퀵 / 오토바이퀵 본인부담으로 가능 !!
●예약거래 : 예약을 원하시는분께서는 판매가의20% 선입금완료시에 예약잡아드립니다! !
(단,예약후 구매안할시 예약금은 환불안됩니다)

4. 업체정보 및 연락처
★중고나라 파트너제휴사 멀티폰샵★
●주소지: 경기도 성남시 분당구 분당로53번길 19 피아자코코빌딩 3층 멀티폰샵
●연락처: 010 - 8481 - 1112
◆◆◆에눌답장안합니다.
◆◆◆교신답장안합니다.
☞
하단 링크↓를 클릭시 바로 카카오톡 1:1문의로 빠른상담 가능하십니다! (보셨던 상품 캡쳐해서 같이 문의주시면 신속한 처리 가능합니다^_^)
https://pf.kakao.com/_xmMRxaxb/chat"
"광주 갤럭시노트20울트라,블랙,256G,상태좋음,광주광역시",700000,2022-07-08,"👆 위 중고나라 앱 다운로드 링크를 통해, 앱 다운로드하여 판매 및 구매 게시글을 등록해 주세요.
☆★☆중고나라 모바일 파트너 제휴사!!
믿고 구매하셔도 됩니다☆★☆

광주
에서 제일 중고폰 많고 친절한
중고폰 전문매장
^^
최신폰부터 저가폰까지 갤럭시, 아이폰, 엘지폰 전기종 보유
모두
테스트 거친
깨끗하고
문제없는 안심 중고폰
!!!

매장에 오셔서 직접 확인 후 구매도 가능합니다.
액정필름 부착과 기존폰 정보를 새폰으로 이동해드립니다
연락처, 사진, 문자. 카톡. 인증서, 앱 등 기존에 쓰던 그대로 옯겨드리니 편하게 바꾸러 오세요~~~

택배거래, 광주 직거래 모두 가능합니다
빠른 문의 전화번호 :
010-9893-2030

<<100%실제 판매제품 사진 입니다.>>


제품정보
*기기명 :
갤럭시노트20울트라 , N986
*기가 : 256기가
*색상 : 블랙
*최초통신사 :SKT정상해지( skt,kt,lgu,알뜰폰,선불폰 호환가능)
*최초등록일 20년 8월 14일
*기기상테 :상태좋아요
*가격 : 70만원
*구성품 : 휴대폰,케이스,보호필름


** 광주중고폰 국민모바일**
01098932030
*모든 중고폰은 검수와 테스트완료 된 제품입니다
*분실,도난,침수폰은 절대 취급하지 않습니다.
*SKT,KT,LGU+,알뜰폰,선불폰 개통 및 사용가능 (유심발급 가능)
*쓰던요금제 그대로 사용가능
*LTE요금제 가능,5G요금제가능
*선택약정25%할인,확정기변,결합할인 가능(기존할인 그대로 받을수 있음)
*기존폰의 정보,데이터 (연락처,문자,사진,카톡,어플,공인인증서 등) 이동해드립니다
*구입후 7일 이내 기능이상시 교환 및 환불 가능
(단순변심으로 인한 반품 및 교환 안됩니다)

거래방식
*직거래 : 광주광역시 광산구 운남동 (매장방문)
*택배가능 : 택배비 무료 (우체국택배로 당일 발송)
*퀵가능합니다

업체정보 및 연락처

주소 : 광주광역시 광산구 임방울대로 152 ,운남동 422-2번지
텃밭 식자재 마트 뒷편, 여수회포차 옆 중고폰매장!!
연락처 : 010-9893-2030

운영시간 : 오전 10시~ 저녁 7시까지 (월요일~토요일)
공휴일 영업합니다. (매주 일요일 휴무)"
[판매] 삼성 갤럭시노트10 5G 256GB 센터 정식 리퍼비시 공기계 3사호환,340000,2022-07-08,"문의: 010-8614-2346
모든 기능 정상작동하며, 3사 통신사 및 알뜰유심 모두 사용 가능합니다.
LTE요금제 사용중이라면 그대로 쓸 수 있습니다

★제품정보★
- 기기명: 갤럭시 노트10 256기가 리퍼비시 제품
- 제품 상태: 삼성 공식 서비스센터에서 새액정, 새배터리 , 새 테두리로 교체 된 제품입니다.
구매 후 1년간 삼성서비스센터 배터리, 액정 무상 AS 가능
- 색상: 블랙/글로우 中 택1 가능
- 출시일: 2019.08
- 통신사: 랜덤(SKT, KT, LGU+, 알뜰폰 호환 가능)
⭐  필름, 케이스 , 유심핀 , 충전기 제공 , 무료배송

★거래방식★
- 연락처 : 010-8614-2346
(댓글, 쪽지는 확인 하기 힘들어요!! 문자나 전화 부탁드립니다 ^^)
- 전국 택배 가능 // 우체국 택배 당일 발송가능합니다!
⭐꼭!!! 전화 연락후 결제 부탁드립니다!!⭐"
갤럭시 S20플러스 그레이 최저가 29만원 팝니다.,290000,2022-07-08,"★ 제품정보 ★

갤럭시 S20플러스 그레이 최저가 판매!!! 29만원 판매!!!

대량 소량 판매중~

A급32만

모든제품 기능검사 진행후 판매하고 있습니다.

* 제품명 : 갤럭시 S20플러스 그레이

* 색상 : 그레이

* 통신사 *

- SKT / LGU+ / KT 이통 3사 이용 가능

- 알뜰폰,선불폰 이용 가능

- 25% 선택약정 요금할인 가능

- 사용 하시던 유심 꽂으면 바로 사용 가능

- 구성품 없이 기기 단품 입니다.

* 전체적으로 깨끗 합니다.

* 기능 이상 없이 모두 정상 입니다.

-4종 구성품 추가 5천원-
- 하단 그림 참조-
-케이스 필름 재고 없을시 2~3종만 나갑니다.-

* 구입후 7일 이내 기능 이상시 교환 / 환불 가능 합니다.

(단순 변심 , 고객 과실 제외)

* 분실 / 도난 / 침수 휴대폰은 취급하지 않습니다.

* 거래방식

- 직거래(방문) or 택배거래 or 서울,경기 퀵 거래 or 전국 버스 당일배송 가능
( 택배 , 퀵 , 탁송 비용은 구매자 부담 입니다.)

- 오후4시까지 결제시 당일 배송 가능

- 매장 주소 : 강남구 대치동 889-47 샹제리제센터 B동 502호

[ 지하철 선릉역(1번 출구) 지하도로 연결 ]

* 구입문의 : 010-3703-9654

댓글,채팅,쪽지 실시간 답변이 어렵습니다.

전화나 문자 주시면 실시간 답변 가능 합니다.

* 닉네임 클릭후 게시글 보기 누르시면 전체 제품 보실수 있습니다."
